iso_3,year,sentiment,amount_of_time_spent_on_climate,Annual COâ‚‚ emissions (per capita),Anual co2 per capita shifted,Change co2
YEM,2021,,0.0,0.3782891,1.0050611,-0.6267720000000001
ZMB,2013,0.7999333333333333,0.16666666666666666,0.2898698,0.30986276,-0.019992960000000004
ZMB,2014,0.8555,0.058823529411764705,0.30986276,0.3117247,-0.0018619400000000064
ZMB,2015,0.22896666666666665,0.1875,0.3117247,0.34932768,-0.03760297999999995
ZMB,2016,0.427425,0.19047619047619047,0.34932768,0.39558637,-0.04625869000000005
ZMB,2017,-0.08929999999999999,0.14285714285714285,0.39558637,0.4155687,-0.019982329999999993
ZMB,2018,,0.0,0.4155687,0.42148867,-0.005919969999999997
ZMB,2019,0.129625,0.2,0.42148867,0.3846562,0.036832470000000006
ZMB,2020,-0.34,0.0625,0.3846562,0.39419338,-0.009537179999999978
ZMB,2021,0.9686,0.041666666666666664,0.39419338,0.09764258,0.2965508
ZWE,2013,0.12208,0.17857142857142858,0.8610116,0.86217934,-0.0011677399999999727
ZWE,2014,0.34572,0.45454545454545453,0.86217934,0.8657724,-0.0035930600000000368
ZWE,2015,,0.0,0.8657724,0.72882223,0.13695016999999998
ZWE,2016,,0.0,0.72882223,0.65053254,0.07828968999999997
ZWE,2017,0.4190333333333333,0.2,0.65053254,0.7836386,-0.13310605999999992
ZWE,2018,0.4019,0.1,0.7836386,0.72386146,0.059777140000000006
ZWE,2019,-0.18443333333333334,0.1875,0.72386146,0.67697036,0.04689109999999996
ZWE,2020,,0.0,0.67697036,0.7062929,-0.029322540000000008
ZWE,2021,0.3593,0.12903225806451613,,,
